language,article,date,views
en,influenza,2018-01-18,10128
en,influenza,2018-01-19,10069
en,influenza,2018-01-20,8530
en,influenza,2018-01-21,7693
en,influenza,2018-01-22,9473
en,influenza,2018-01-23,10468
en,influenza,2018-01-24,9998
en,influenza,2018-01-25,10028
en,influenza,2018-01-26,10044
en,influenza,2018-01-27,8981
en,influenza,2018-01-28,8447
en,influenza,2018-01-29,10029
en,influenza,2018-01-30,9766
en,influenza,2018-01-31,9221
en,influenza,2018-02-01,9523
en,influenza,2018-02-02,9276
en,influenza,2018-02-03,8038
en,influenza,2018-02-04,7230
en,influenza,2018-02-05,8962
en,influenza,2018-02-06,9240
en,influenza,2018-02-07,9224
en,influenza,2018-02-08,8290
en,influenza,2018-02-09,7442
en,influenza,2018-02-10,7205
en,influenza,2018-02-11,7213
en,influenza,2018-02-12,9403
en,influenza,2018-02-13,8900
en,influenza,2018-02-14,8055
en,influenza,2018-02-15,7221
en,influenza,2018-02-16,6809
en,influenza,2018-02-17,5982
en,influenza,2018-02-18,5665
en,influenza,2018-02-19,7056
en,influenza,2018-02-20,6884
en,influenza,2018-02-21,6569
en,influenza,2018-02-22,6207
en,influenza,2018-02-23,5561
en,influenza,2018-02-24,4861
en,influenza,2018-02-25,4867
en,influenza,2018-02-26,6055
en,influenza,2018-02-27,5946
en,influenza,2018-02-28,5704
en,influenza,2018-03-01,5363
en,influenza,2018-03-02,4903
en,influenza,2018-03-03,3946
en,influenza,2018-03-04,4417
en,influenza,2018-03-05,5383
en,influenza,2018-03-06,6422
en,influenza,2018-03-07,5271
en,influenza,2018-03-08,5013
en,influenza,2018-03-09,4623
en,influenza,2018-03-10,3702
en,influenza,2018-03-11,4083
en,influenza,2018-03-12,5449
en,influenza,2018-03-13,5007
en,influenza,2018-03-14,4637
en,influenza,2018-03-15,4491
en,influenza,2018-03-16,4051
en,influenza,2018-03-17,3214
en,influenza,2018-03-18,3430
en,influenza,2018-03-19,4397
en,influenza,2018-03-20,4570
en,influenza,2018-03-21,4394
en,influenza,2018-03-22,4386
en,influenza,2018-03-23,3970
en,influenza,2018-03-24,3062
en,influenza,2018-03-25,3110
en,influenza,2018-03-26,4216
en,influenza,2018-03-27,4053
en,influenza,2018-03-28,4104
en,influenza,2018-03-29,3710
en,influenza,2018-03-30,3717
en,influenza,2018-03-31,2647
en,influenza,2018-04-01,2916
en,influenza,2018-04-02,3765
en,influenza,2018-04-03,3928
en,influenza,2018-04-04,3821
en,influenza,2018-04-05,3673
en,influenza,2018-04-06,3222
en,influenza,2018-04-07,2618
en,influenza,2018-04-08,2811
en,influenza,2018-04-09,3621
en,influenza,2018-04-10,3593
en,influenza,2018-04-11,3786
en,influenza,2018-04-12,3648
en,influenza,2018-04-13,3145
en,influenza,2018-04-14,2427
en,influenza,2018-04-15,3119
en,influenza,2018-04-16,3507
en,influenza,2018-04-17,3541
en,influenza,2018-04-18,3552
en,influenza,2018-04-19,3228
en,influenza,2018-04-20,3030
en,influenza,2018-04-21,2685
en,influenza,2018-04-22,3018
en,influenza,2018-04-23,3383
en,influenza,2018-04-24,3544
en,influenza,2018-04-25,3660
en,influenza,2018-04-26,3317
en,influenza,2018-04-27,3215
en,influenza,2018-04-28,2143
en,influenza,2018-04-29,2342
en,influenza,2018-04-30,3133
en,influenza,2018-05-01,3090
en,influenza,2018-05-02,3125
en,influenza,2018-05-03,3058
en,influenza,2018-05-04,2733
en,influenza,2018-05-05,2141
en,influenza,2018-05-06,2400
en,influenza,2018-05-07,3086
en,influenza,2018-05-08,3201
en,influenza,2018-05-09,2932
en,influenza,2018-05-10,2931
en,influenza,2018-05-11,2495
en,influenza,2018-05-12,2199
en,influenza,2018-05-13,2246
en,influenza,2018-05-14,3085
en,influenza,2018-05-15,2932
en,influenza,2018-05-16,3000
en,influenza,2018-05-17,2889
en,influenza,2018-05-18,2599
en,influenza,2018-05-19,2108
en,influenza,2018-05-20,2230
en,influenza,2018-05-21,3023
en,influenza,2018-05-22,3254
en,influenza,2018-05-23,3195
en,influenza,2018-05-24,2907
en,influenza,2018-05-25,2539
en,influenza,2018-05-26,2144
en,influenza,2018-05-27,2260
en,influenza,2018-05-28,2712
en,influenza,2018-05-29,2837
en,influenza,2018-05-30,2944
en,influenza,2018-05-31,2676
en,influenza,2018-06-01,2422
en,influenza,2018-06-02,1947
en,influenza,2018-06-03,2274
en,influenza,2018-06-04,2944
en,influenza,2018-06-05,3079
en,influenza,2018-06-06,2959
en,influenza,2018-06-07,2802
en,influenza,2018-06-08,2396
en,influenza,2018-06-09,2019
en,influenza,2018-06-10,2223
en,influenza,2018-06-11,2776
en,influenza,2018-06-12,2470
en,influenza,2018-06-13,2653
en,influenza,2018-06-14,2379
en,influenza,2018-06-15,2218
en,influenza,2018-06-16,1797
en,influenza,2018-06-17,2242
en,influenza,2018-06-18,2866
en,influenza,2018-06-19,2721
en,influenza,2018-06-20,2691
en,influenza,2018-06-21,2563
en,influenza,2018-06-22,2072
en,influenza,2018-06-23,1875
en,influenza,2018-06-24,2012
en,influenza,2018-06-25,2564
en,influenza,2018-06-26,2454
en,influenza,2018-06-27,2517
en,influenza,2018-06-28,2434
en,influenza,2018-06-29,2247
en,influenza,2018-06-30,1794
en,influenza,2018-07-01,2019
en,influenza,2018-07-02,2404
en,influenza,2018-07-03,2281
en,influenza,2018-07-04,2367
en,influenza,2018-07-05,2177
en,influenza,2018-07-06,1862
en,influenza,2018-07-07,1873
en,influenza,2018-07-08,2068
en,influenza,2018-07-09,2259
en,influenza,2018-07-10,2356
en,influenza,2018-07-11,2315
en,influenza,2018-07-12,2282
en,influenza,2018-07-13,1997
en,influenza,2018-07-14,1888
en,influenza,2018-07-15,2053
en,influenza,2018-07-16,2386
en,influenza,2018-07-17,2308
en,influenza,2018-07-18,2266
en,influenza,2018-07-19,2223
en,influenza,2018-07-20,2063
en,influenza,2018-07-21,2041
en,influenza,2018-07-22,2399
en,influenza,2018-07-23,2641
en,influenza,2018-07-24,2501
en,influenza,2018-07-25,3204
en,influenza,2018-07-26,2305
en,influenza,2018-07-27,1797
en,influenza,2018-07-28,1684
en,influenza,2018-07-29,2035
en,influenza,2018-07-30,2278
en,influenza,2018-07-31,2224
en,influenza,2018-08-01,2304
en,influenza,2018-08-02,2301
en,influenza,2018-08-03,1939
en,influenza,2018-08-04,1727
en,influenza,2018-08-05,1852
en,influenza,2018-08-06,2316
en,influenza,2018-08-07,2394
en,influenza,2018-08-08,1976
en,influenza,2018-08-09,2150
en,influenza,2018-08-10,2494
en,influenza,2018-08-11,1650
en,influenza,2018-08-12,1959
en,influenza,2018-08-13,2152
en,influenza,2018-08-14,2152
en,influenza,2018-08-15,2083
en,influenza,2018-08-16,2085
en,influenza,2018-08-17,1928
en,influenza,2018-08-18,1649
en,influenza,2018-08-19,1933
en,influenza,2018-08-20,2375
en,influenza,2018-08-21,2129
en,influenza,2018-08-22,2170
en,influenza,2018-08-23,1988
en,influenza,2018-08-24,2041
en,influenza,2018-08-25,1791
en,influenza,2018-08-26,1851
en,influenza,2018-08-27,2379
en,influenza,2018-08-28,2880
en,influenza,2018-08-29,2410
en,influenza,2018-08-30,2456
en,influenza,2018-08-31,2094
en,influenza,2018-09-01,1744
en,influenza,2018-09-02,1893
en,influenza,2018-09-03,2193
en,influenza,2018-09-04,2530
en,influenza,2018-09-05,2735
en,influenza,2018-09-06,3215
en,influenza,2018-09-07,2487
en,influenza,2018-09-08,1996
en,influenza,2018-09-09,2313
en,influenza,2018-09-10,2901
en,influenza,2018-09-11,3037
en,influenza,2018-09-12,2839
en,influenza,2018-09-13,2836
en,influenza,2018-09-14,2465
en,influenza,2018-09-15,2131
en,influenza,2018-09-16,2161
en,influenza,2018-09-17,2982
en,influenza,2018-09-18,3176
en,influenza,2018-09-19,2876
en,influenza,2018-09-20,3203
en,influenza,2018-09-21,2729
en,influenza,2018-09-22,2345
en,influenza,2018-09-23,2506
en,influenza,2018-09-24,3014
en,influenza,2018-09-25,3411
en,influenza,2018-09-26,3246
en,influenza,2018-09-27,3228
en,influenza,2018-09-28,2909
en,influenza,2018-09-29,2274
en,influenza,2018-09-30,2730
en,influenza,2018-10-01,3412
en,influenza,2018-10-02,3555
en,influenza,2018-10-03,3565
en,influenza,2018-10-04,3400
en,influenza,2018-10-05,2935
en,influenza,2018-10-06,2493
en,influenza,2018-10-07,2652
en,influenza,2018-10-08,3278
en,influenza,2018-10-09,3612
en,influenza,2018-10-10,3361
en,influenza,2018-10-11,3472
en,influenza,2018-10-12,2998
en,influenza,2018-10-13,2613
en,influenza,2018-10-14,2854
en,influenza,2018-10-15,3571
en,influenza,2018-10-16,3696
en,influenza,2018-10-17,3663
en,influenza,2018-10-18,3497
en,influenza,2018-10-19,2967
en,influenza,2018-10-20,2849
en,influenza,2018-10-21,2976
en,influenza,2018-10-22,3743
en,influenza,2018-10-23,3887
en,influenza,2018-10-24,3713
en,influenza,2018-10-25,3754
en,influenza,2018-10-26,3402
en,influenza,2018-10-27,2740
en,influenza,2018-10-28,3542
en,influenza,2018-10-29,3765
en,influenza,2018-10-30,3774
en,influenza,2018-10-31,3522
en,influenza,2018-11-01,3248
en,influenza,2018-11-02,3278
en,influenza,2018-11-03,2665
en,influenza,2018-11-04,2834
en,influenza,2018-11-05,3751
en,influenza,2018-11-06,3549
en,influenza,2018-11-07,3457
en,influenza,2018-11-08,3445
en,influenza,2018-11-09,3139
en,influenza,2018-11-10,2701
en,influenza,2018-11-11,3036
en,influenza,2018-11-12,3861
en,influenza,2018-11-13,3848
en,influenza,2018-11-14,4050
en,influenza,2018-11-15,3810
en,influenza,2018-11-16,3461
en,influenza,2018-11-17,2703
en,influenza,2018-11-18,3038
en,influenza,2018-11-19,3981
en,influenza,2018-11-20,3750
en,influenza,2018-11-21,5065
en,influenza,2018-11-22,3690
en,influenza,2018-11-23,3472
en,influenza,2018-11-24,3000
en,influenza,2018-11-25,3248
en,influenza,2018-11-26,4165
en,influenza,2018-11-27,3959
en,influenza,2018-11-28,4098
en,influenza,2018-11-29,3729
en,influenza,2018-11-30,3461
en,influenza,2018-12-01,2688
en,influenza,2018-12-02,2865
en,influenza,2018-12-03,3735
en,influenza,2018-12-04,3850
en,influenza,2018-12-05,3839
en,influenza,2018-12-06,3780
en,influenza,2018-12-07,3204
en,influenza,2018-12-08,2620
en,influenza,2018-12-09,3112
en,influenza,2018-12-10,3886
en,influenza,2018-12-11,3657
en,influenza,2018-12-12,3509
en,influenza,2018-12-13,3633
en,influenza,2018-12-14,3281
en,influenza,2018-12-15,2637
en,influenza,2018-12-16,2873
en,influenza,2018-12-17,3628
en,influenza,2018-12-18,3735
en,influenza,2018-12-19,3514
en,influenza,2018-12-20,4580
en,influenza,2018-12-21,3103
en,influenza,2018-12-22,2654
en,influenza,2018-12-23,2740
en,influenza,2018-12-24,2854
en,influenza,2018-12-25,2785
en,influenza,2018-12-26,3301
en,influenza,2018-12-27,3610
en,influenza,2018-12-28,3826
en,influenza,2018-12-29,4141
en,influenza,2018-12-30,3584
en,influenza,2018-12-31,3396
en,influenza,2019-01-01,3118
en,influenza,2019-01-02,5337
en,influenza,2019-01-03,4294
en,influenza,2019-01-04,4327
en,influenza,2019-01-05,3741
en,influenza,2019-01-06,3991
en,influenza,2019-01-07,4882
en,influenza,2019-01-08,4839
en,influenza,2019-01-09,4869
en,influenza,2019-01-10,4728
en,influenza,2019-01-11,4346
en,influenza,2019-01-12,3904
en,influenza,2019-01-13,3823
en,influenza,2019-01-14,4707
en,influenza,2019-01-15,4696
en,influenza,2019-01-16,4494
en,influenza,2019-01-17,4512
en,influenza,2019-01-18,4386
en,influenza,2019-01-19,3751
en,influenza,2019-01-20,3870
en,influenza,2019-01-21,4569
en,influenza,2019-01-22,5115
en,influenza,2019-01-23,5242
en,influenza,2019-01-24,5070
en,influenza,2019-01-25,4792
en,influenza,2019-01-26,3746
en,influenza,2019-01-27,3782
en,influenza,2019-01-28,5211
en,influenza,2019-01-29,5113
en,influenza,2019-01-30,5317
en,influenza,2019-01-31,4654
en,influenza,2019-02-01,4675
en,influenza,2019-02-02,3666
en,influenza,2019-02-03,3843
en,influenza,2019-02-04,4775
en,influenza,2019-02-05,4869
en,influenza,2019-02-06,4937
en,influenza,2019-02-07,5087
en,influenza,2019-02-08,4573
en,influenza,2019-02-09,3760
en,influenza,2019-02-10,4386
en,influenza,2019-02-11,4939
en,influenza,2019-02-12,4702
en,influenza,2019-02-13,4799
en,influenza,2019-02-14,4399
en,influenza,2019-02-15,3966
en,influenza,2019-02-16,3453
en,influenza,2019-02-17,3400
en,influenza,2019-02-18,4200
en,influenza,2019-02-19,4442
en,influenza,2019-02-20,4292
en,influenza,2019-02-21,4244
en,influenza,2019-02-22,3820
en,influenza,2019-02-23,3118
en,influenza,2019-02-24,3439
en,influenza,2019-02-25,4178
en,influenza,2019-02-26,4052
en,influenza,2019-02-27,3987
en,influenza,2019-02-28,3955
en,influenza,2019-03-01,3485
en,influenza,2019-03-02,2860
en,influenza,2019-03-03,2948
en,influenza,2019-03-04,3897
en,influenza,2019-03-05,3947
en,influenza,2019-03-06,3827
en,influenza,2019-03-07,3794
en,influenza,2019-03-08,3291
en,influenza,2019-03-09,2840
en,influenza,2019-03-10,3062
en,influenza,2019-03-11,3818
en,influenza,2019-03-12,4241
en,influenza,2019-03-13,3890
en,influenza,2019-03-14,3634
en,influenza,2019-03-15,3132
en,influenza,2019-03-16,2672
en,influenza,2019-03-17,2817
en,influenza,2019-03-18,3660
en,influenza,2019-03-19,3621
en,influenza,2019-03-20,3325
en,influenza,2019-03-21,3359
en,influenza,2019-03-22,2932
en,influenza,2019-03-23,2655
en,influenza,2019-03-24,2676
en,influenza,2019-03-25,3455
en,influenza,2019-03-26,3478
en,influenza,2019-03-27,3389
en,influenza,2019-03-28,3381
en,influenza,2019-03-29,2876
en,influenza,2019-03-30,2438
en,influenza,2019-03-31,2622
en,influenza,2019-04-01,3113
en,influenza,2019-04-02,3899
en,influenza,2019-04-03,3289
en,influenza,2019-04-04,4385
en,influenza,2019-04-05,2751
en,influenza,2019-04-06,2544
en,influenza,2019-04-07,2509
en,influenza,2019-04-08,3095
en,influenza,2019-04-09,3025
en,influenza,2019-04-10,3047
en,influenza,2019-04-11,3083
en,influenza,2019-04-12,2504
en,influenza,2019-04-13,2119
en,influenza,2019-04-14,2228
en,influenza,2019-04-15,2876
en,influenza,2019-04-16,2867
en,influenza,2019-04-17,2757
en,influenza,2019-04-18,2619
en,influenza,2019-04-19,2228
en,influenza,2019-04-20,1952
en,influenza,2019-04-21,2092
en,influenza,2019-04-22,2683
en,influenza,2019-04-23,2852
en,influenza,2019-04-24,3361
en,influenza,2019-04-25,2711
en,influenza,2019-04-26,2459
en,influenza,2019-04-27,1946
en,influenza,2019-04-28,2217
en,influenza,2019-04-29,2825
en,influenza,2019-04-30,2856
en,influenza,2019-05-01,2607
en,influenza,2019-05-02,2696
en,influenza,2019-05-03,2358
en,influenza,2019-05-04,2053
en,influenza,2019-05-05,2149
en,influenza,2019-05-06,2730
en,influenza,2019-05-07,2658
en,influenza,2019-05-08,2620
en,influenza,2019-05-09,2630
en,influenza,2019-05-10,2351
en,influenza,2019-05-11,2088
en,influenza,2019-05-12,2039
en,influenza,2019-05-13,2726
en,influenza,2019-05-14,2689
en,influenza,2019-05-15,2831
en,influenza,2019-05-16,2596
en,influenza,2019-05-17,2311
en,influenza,2019-05-18,1906
en,influenza,2019-05-19,2014
en,influenza,2019-05-20,2746
en,influenza,2019-05-21,3031
en,influenza,2019-05-22,2752
en,influenza,2019-05-23,2646
en,influenza,2019-05-24,2278
en,influenza,2019-05-25,1966
en,influenza,2019-05-26,2145
en,influenza,2019-05-27,2504
en,influenza,2019-05-28,2620
en,influenza,2019-05-29,2616
en,influenza,2019-05-30,3674
en,influenza,2019-05-31,2259
en,influenza,2019-06-01,1814
en,influenza,2019-06-02,1817
en,influenza,2019-06-03,2442
en,influenza,2019-06-04,2463
en,influenza,2019-06-05,2264
en,influenza,2019-06-06,2090
en,influenza,2019-06-07,2241
en,influenza,2019-06-08,2013
en,influenza,2019-06-09,1862
en,influenza,2019-06-10,2500
en,influenza,2019-06-11,2305
en,influenza,2019-06-12,2400
en,influenza,2019-06-13,2368
en,influenza,2019-06-14,2073
en,influenza,2019-06-15,1844
en,influenza,2019-06-16,1868
en,influenza,2019-06-17,2367
en,influenza,2019-06-18,2476
en,influenza,2019-06-19,2455
en,influenza,2019-06-20,2363
en,influenza,2019-06-21,2023
en,influenza,2019-06-22,1698
en,influenza,2019-06-23,1900
en,influenza,2019-06-24,2347
en,influenza,2019-06-25,2307
en,influenza,2019-06-26,2312
en,influenza,2019-06-27,2193
en,influenza,2019-06-28,1872
en,influenza,2019-06-29,1597
en,influenza,2019-06-30,1828
en,influenza,2019-07-01,2136
en,influenza,2019-07-02,2131
en,influenza,2019-07-03,2030
en,influenza,2019-07-04,2040
en,influenza,2019-07-05,3122
en,influenza,2019-07-06,1888
en,influenza,2019-07-07,1911
en,influenza,2019-07-08,2213
en,influenza,2019-07-09,2499
en,influenza,2019-07-10,3380
en,influenza,2019-07-11,2285
en,influenza,2019-07-12,2084
en,influenza,2019-07-13,1749
en,influenza,2019-07-14,1931
en,influenza,2019-07-15,2239
en,influenza,2019-07-16,2766
en,influenza,2019-07-17,2616
en,influenza,2019-07-18,2230
en,influenza,2019-07-19,1896
en,influenza,2019-07-20,1882
en,influenza,2019-07-21,1942
en,influenza,2019-07-22,2422
en,influenza,2019-07-23,2277
en,influenza,2019-07-24,2147
en,influenza,2019-07-25,2087
en,influenza,2019-07-26,1828
en,influenza,2019-07-27,1620
en,influenza,2019-07-28,1831
en,influenza,2019-07-29,2667
en,influenza,2019-07-30,2493
en,influenza,2019-07-31,1983
en,influenza,2019-08-01,2033
en,influenza,2019-08-02,2006
en,influenza,2019-08-03,1978
en,influenza,2019-08-04,2078
en,influenza,2019-08-05,2366
en,influenza,2019-08-06,2183
en,influenza,2019-08-07,2242
en,influenza,2019-08-08,2604
en,influenza,2019-08-09,1917
en,influenza,2019-08-10,2617
en,influenza,2019-08-11,1786
en,influenza,2019-08-12,1992
en,influenza,2019-08-13,1990
en,influenza,2019-08-14,1933
en,influenza,2019-08-15,1909
en,influenza,2019-08-16,1744
en,influenza,2019-08-17,1715
en,influenza,2019-08-18,2375
en,influenza,2019-08-19,2106
en,influenza,2019-08-20,2633
en,influenza,2019-08-21,2259
en,influenza,2019-08-22,2558
en,influenza,2019-08-23,2089
en,influenza,2019-08-24,2300
en,influenza,2019-08-25,1811
en,influenza,2019-08-26,1959
en,influenza,2019-08-27,3102
en,influenza,2019-08-28,2386
en,influenza,2019-08-29,3022
en,influenza,2019-08-30,2079
en,influenza,2019-08-31,2223
en,influenza,2019-09-01,1935
en,influenza,2019-09-02,2116
en,influenza,2019-09-03,2435
en,influenza,2019-09-04,2534
en,influenza,2019-09-05,2357
en,influenza,2019-09-06,2533
en,influenza,2019-09-07,1751
en,influenza,2019-09-08,2020
en,influenza,2019-09-09,2430
en,influenza,2019-09-10,2833
en,influenza,2019-09-11,2606
en,influenza,2019-09-12,2526
en,influenza,2019-09-13,2383
en,influenza,2019-09-14,1975
en,influenza,2019-09-15,2070
en,influenza,2019-09-16,3043
en,influenza,2019-09-17,3028
en,influenza,2019-09-18,3100
en,influenza,2019-09-19,2841
en,influenza,2019-09-20,2621
en,influenza,2019-09-21,2348
en,influenza,2019-09-22,2718
en,influenza,2019-09-23,2947
en,influenza,2019-09-24,3339
en,influenza,2019-09-25,3084
en,influenza,2019-09-26,2975
en,influenza,2019-09-27,2588
en,influenza,2019-09-28,2188
en,influenza,2019-09-29,2470
en,influenza,2019-09-30,3115
en,influenza,2019-10-01,3189
en,influenza,2019-10-02,3211
en,influenza,2019-10-03,2930
en,influenza,2019-10-04,2712
en,influenza,2019-10-05,2233
en,influenza,2019-10-06,2432
en,influenza,2019-10-07,4236
en,influenza,2019-10-08,3332
en,influenza,2019-10-09,3405
en,influenza,2019-10-10,3404
en,influenza,2019-10-11,2969
en,influenza,2019-10-12,2322
en,influenza,2019-10-13,2682
en,influenza,2019-10-14,3197
en,influenza,2019-10-15,3519
en,influenza,2019-10-16,3523
en,influenza,2019-10-17,3127
en,influenza,2019-10-18,2897
en,influenza,2019-10-19,2546
en,influenza,2019-10-20,2640
en,influenza,2019-10-21,3513
en,influenza,2019-10-22,3465
en,influenza,2019-10-23,3633
en,influenza,2019-10-24,3299
en,influenza,2019-10-25,2990
en,influenza,2019-10-26,2329
en,influenza,2019-10-27,2457
en,influenza,2019-10-28,3144
en,influenza,2019-10-29,3294
en,influenza,2019-10-30,3127
en,influenza,2019-10-31,3070
en,influenza,2019-11-01,2842
en,influenza,2019-11-02,2608
en,influenza,2019-11-03,2806
en,influenza,2019-11-04,4202
en,influenza,2019-11-05,3627
en,influenza,2019-11-06,4019
en,influenza,2019-11-07,3644
en,influenza,2019-11-08,3265
en,influenza,2019-11-09,2758
en,influenza,2019-11-10,3025
en,influenza,2019-11-11,4074
en,influenza,2019-11-12,4962
en,influenza,2019-11-13,5215
en,influenza,2019-11-14,4361
en,influenza,2019-11-15,3267
en,influenza,2019-11-16,2763
en,influenza,2019-11-17,2957
en,influenza,2019-11-18,3616
en,influenza,2019-11-19,3788
en,influenza,2019-11-20,3794
en,influenza,2019-11-21,3683
en,influenza,2019-11-22,3089
en,influenza,2019-11-23,2652
en,influenza,2019-11-24,3478
en,influenza,2019-11-25,4079
en,influenza,2019-11-26,3569
en,influenza,2019-11-27,3490
en,influenza,2019-11-28,3357
en,influenza,2019-11-29,2997
en,influenza,2019-11-30,2772
en,influenza,2019-12-01,3150
en,influenza,2019-12-02,3878
en,influenza,2019-12-03,3858
en,influenza,2019-12-04,3898
en,influenza,2019-12-05,3986
en,influenza,2019-12-06,4227
en,influenza,2019-12-07,3230
en,influenza,2019-12-08,3682
en,influenza,2019-12-09,4059
en,influenza,2019-12-10,3909
en,influenza,2019-12-11,4135
en,influenza,2019-12-12,3585
en,influenza,2019-12-13,3405
en,influenza,2019-12-14,2880
en,influenza,2019-12-15,3130
en,influenza,2019-12-16,4095
en,influenza,2019-12-17,5732
en,influenza,2019-12-18,5122
en,influenza,2019-12-19,3978
en,influenza,2019-12-20,3308
en,influenza,2019-12-21,3025
en,influenza,2019-12-22,3399
en,influenza,2019-12-23,3511
en,influenza,2019-12-24,3383
en,influenza,2019-12-25,3262
en,influenza,2019-12-26,3743
en,influenza,2019-12-27,3807
en,influenza,2019-12-28,3878
en,influenza,2019-12-29,3957
en,influenza,2019-12-30,4064
en,influenza,2019-12-31,3623
en,influenza,2020-01-01,3404
en,influenza,2020-01-02,4661
en,influenza,2020-01-03,4758
en,influenza,2020-01-04,4365
en,influenza,2020-01-05,4137
en,influenza,2020-01-06,4870
en,influenza,2020-01-07,5399
en,influenza,2020-01-08,5931
en,influenza,2020-01-09,5364
en,influenza,2020-01-10,4896
en,influenza,2020-01-11,7721
en,influenza,2020-01-12,4076
en,influenza,2020-01-13,5734
en,influenza,2020-01-14,6383
en,influenza,2020-01-15,6224
en,influenza,2020-01-16,5843
en,influenza,2020-01-17,4759
en,influenza,2020-01-18,4433
en,influenza,2020-01-19,3897
en,influenza,2020-01-20,5208
en,influenza,2020-01-21,7344
en,influenza,2020-01-22,9922
en,influenza,2020-01-23,13217
en,influenza,2020-01-24,16243
en,influenza,2020-01-25,17464
en,influenza,2020-01-26,19276
en,influenza,2020-01-27,21335
en,influenza,2020-01-28,23291
en,influenza,2020-01-29,23319
en,influenza,2020-01-30,26789
en,influenza,2020-01-31,28112
en,influenza,2020-02-01,19196
en,influenza,2020-02-02,17678
en,influenza,2020-02-03,21696
en,influenza,2020-02-04,16819
en,influenza,2020-02-05,14771
en,influenza,2020-02-06,14468
en,influenza,2020-02-07,12972
en,influenza,2020-02-08,11835
en,influenza,2020-02-09,11766
en,influenza,2020-02-10,12895
en,influenza,2020-02-11,13214
en,influenza,2020-02-12,11135
en,influenza,2020-02-13,11447
en,influenza,2020-02-14,9277
en,influenza,2020-02-15,8365
en,influenza,2020-02-16,7721
en,influenza,2020-02-17,8807
en,influenza,2020-02-18,10045
en,influenza,2020-02-19,9052
en,influenza,2020-02-20,8388
en,influenza,2020-02-21,8675
en,influenza,2020-02-22,9770
en,influenza,2020-02-23,13850
en,influenza,2020-02-24,22300
en,influenza,2020-02-25,30100
en,influenza,2020-02-26,36635
en,influenza,2020-02-27,42692
en,influenza,2020-02-28,40999
en,influenza,2020-02-29,23694
en,influenza,2020-03-01,20595
en,influenza,2020-03-02,24369
en,influenza,2020-03-03,24049
en,influenza,2020-03-04,21849
en,influenza,2020-03-05,21629
en,influenza,2020-03-06,21336
en,influenza,2020-03-07,19997
en,influenza,2020-03-08,22152
en,influenza,2020-03-09,26715
en,influenza,2020-03-10,29622
en,influenza,2020-03-11,35244
en,influenza,2020-03-12,48270
en,influenza,2020-03-13,45371
en,influenza,2020-03-14,39390
en,influenza,2020-03-15,39025
en,influenza,2020-03-16,40584
en,influenza,2020-03-17,38713
